word,count
good,3145085
great,2985783
nice,1175323
best,1171590
love,1001033
friendly,993522
amazing,873064
recommend,713516
pretty,651200
better,648284
fresh,627568
want,586146
excellent,484976
super,484169
awesome,459748
favorite,459275
happy,447821
clean,431774
worth,418414
perfect,405073
sweet,379181
loved,341558
free,316937
kind,316176
wonderful,306342
care,289926
huge,284576
helpful,275670
fantastic,274500
enjoy,261105
cool,226141
beautiful,220487
help,215547
thank,196244
wish,193353
easy,189435
perfectly,187804
fine,170653
liked,163040
warm,161713
impressed,153542
glad,152201
comfortable,139873
recommended,139818
yummy,137597
thanks,133868
pleasant,129891
cute,128953
please,122214
prepared,118322
hope,116902
outstanding,106235
tender,105236
excited,103711
interesting,97761
greeted,96534
lovely,95020
fair,91084
feeling,90061
solid,89104
share,84207
chance,82771
true,76728
pleased,75791
shared,75314
healthy,74390
fabulous,72734
clearly,72597
generous,69913
appreciate,69644
honest,68032
matter,63033
satisfied,62397
strong,61461
save,60445
favorites,60052
rich,59630
clear,58577
gift,56125
positive,56124
smile,55111
support,53066
welcome,53061
lucky,51395
appreciated,51039
trust,50334
safe,50111
straight,48336
courteous,47159
important,46944
popular,46758
hoping,45695
yeah,43366
funny,42688
helping,42218
creative,41490
certain,40731
bright,40688
goodness,38583
impressive,38133
agreed,36566
superb,36370
hopefully,36324
enjoying,36235
interested,35160
relaxed,34242
heaven,33869
terrific,33273
pleasure,33040
inviting,32954
luck,32378
comfort,32307
favor,32282
natural,31967
luckily,31660
allow,31285
agree,31092
beautifully,30781
joke,28189
opportunity,27425
grand,25833
saved,25454
advantage,24187
welcomed,23530
charming,23445
likes,23348
careful,23240
cares,23005
celebrate,22989
promised,22499
highlight,22484
classy,22150
thrilled,21761
adorable,21388
safety,20480
fitness,20286
grateful,19835
accept,19725
dream,19600
delight,18941
desired,18836
scoop,18832
ensure,18682
improve,18549
ease,18102
helps,17993
hopes,17832
greet,17729
charm,17248
exciting,16949
winner,16855
interest,16802
growing,16617
haha,16453
calm,16017
reach,16000
improved,15974
promise,15576
worthy,15389
entertaining,15320
kudos,15252
greatest,15226
responsive,15067
improvement,14790
tops,14740
funky,14560
honor,14425
amazed,14374
heavenly,14347
smiling,14119
loving,14053
cleaner,14050
loyal,14013
thankful,13900
reached,13786
lively,13697
granted,13327
smart,13212
elegant,12967
inspired,12926
superior,12787
greeting,12614
benefit,12602
ability,12559
eager,12559
adequate,12260
chic,12179
supporting,12152
confident,12138
smiles,12059
success,11989
treasure,11941
join,11665
competitive,11585
gracious,11479
focused,11373
adventurous,11215
celebrating,11018
cleared,10944
guarantee,10840
adventure,10645
laughing,10562
cheers,10491
proud,10456
dedicated,10435
carefully,10409
convinced,10282
curious,10279
thoughtful,10245
laugh,10193
rewards,10184
grace,10116
courtesy,10066
stunning,10008
laughed,9935
encourage,9815
impress,9814
significant,9759
accepted,9735
peaceful,9718
desire,9665
obsessed,9650
vision,9556
diamond,9550
solution,9524
passionate,9169
peace,9069
matters,8972
delighted,8938
bargain,8924
stout,8840
competent,8811
successful,8810
cheerful,8765
enthusiastic,8736
resolved,8503
backed,8458
chances,8455
rescue,8015
comforting,7938
humor,7843
dear,7779
confidence,7761
responsible,7756
fortunate,7703
winning,7701
hilarious,7663
sparkling,7490
bold,7348
spirit,7290
resolve,7267
trusted,7225
enjoys,7074
intense,7060
praise,6943
dreams,6920
active,6824
fond,6820
greater,6817
increase,6798
adore,6771
award,6676
remarkable,6481
vibrant,6415
effective,6321
paradise,6270
substantial,6255
secure,6244
innovative,6161
encouraged,6160
energetic,6137
brilliant,6133
alive,6104
justice,6097
sexy,6076
expand,5993
legal,5953
integrity,5939
approved,5934
progress,5924
compassionate,5903
celebrated,5827
united,5795
excitement,5786
sophisticated,5692
smiled,5675
determined,5585
safely,5484
attraction,5478
loyalty,5455
jokes,5443
calming,5388
stronger,5335
strength,5298
attractions,5245
benefits,5234
beloved,5140
sincerely,5126
increased,5090
wishing,5068
convince,5030
faith,5023
comedy,4852
agreement,4784
appreciation,4745
greets,4634
compelled,4627
sincere,4613
honored,4554
sunshine,4530
warmth,4517
glorious,4466
happiness,4446
soothing,4374
reward,4362
capable,4353
useful,4342
solve,4271
commitment,4260
committed,4229
festive,4227
bliss,4214
advanced,4194
protect,4168
reaching,4120
supportive,4076
opportunities,4064
gain,4036
glory,4001
jesus,3960
backs,3953
jewel,3897
robust,3882
noble,3845
solutions,3746
bless,3731
asset,3726
landmark,3725
relieved,3705
excellence,3703
grant,3695
solved,3690
wins,3684
miracle,3672
promises,3639
marvelous,3535
hopeful,3515
clever,3491
avid,3459
approval,3448
engage,3429
accepting,3406
fascinating,3381
kiss,3379
forgive,3340
brave,3279
delights,3195
restored,3178
breathtaking,3174
ensuring,3170
cheery,3150
blessing,3049
improving,3004
inspiring,2946
fame,2943
growth,2936
extend,2924
awards,2892
treasures,2871
shares,2868
powerful,2852
gained,2852
freedom,2850
serene,2828
wishes,2819
ecstatic,2815
attract,2785
laughs,2762
fulfill,2734
exclusive,2712
hero,2707
reassured,2660
boost,2652
amuse,2649
accomplished,2645
invite,2574
masterpiece,2557
swift,2554
novel,2552
respected,2529
recommends,2521
entitled,2511
anticipation,2503
unmatched,2492
importance,2486
comprehensive,2445
inspiration,2434
willingness,2424
reassuring,2414
promote,2400
commit,2387
motivated,2377
desirable,2372
favors,2331
merry,2327
supported,2299
pray,2291
mature,2279
admire,2270
adventures,2231
effectively,2222
authority,2206
intelligent,2205
praises,2195
supports,2190
keen,2187
splendid,2162
fulfilled,2156
positively,2141
hahaha,2138
amaze,2133
justified,2085
adopt,2068
accomplish,2040
wealth,2037
redeemed,2034
cheer,2024
secured,2013
rewarded,1984
interests,1958
survived,1902
congratulations,1899
devoted,1895
commend,1890
mercy,1889
appreciates,1888
attracts,1858
proactive,1845
slick,1844
astounding,1838
perfected,1809
playful,1804
improves,1801
proudly,1795
applaud,1794
stable,1788
intact,1782
backing,1759
whimsical,1724
protected,1709
accepts,1685
nifty,1684
welcomes,1680
spark,1676
sympathetic,1669
adored,1666
faithful,1632
abilities,1626
validate,1615
tranquil,1585
attracted,1584
woohoo,1573
ethical,1541
congrats,1529
empathetic,1510
embrace,1508
motivation,1485
brisk,1467
optimistic,1462
prominent,1445
sympathy,1438
humorous,1433
picturesque,1432
intricate,1409
flagship,1405
amusement,1399
validated,1396
swiftly,1396
legally,1395
rescued,1369
encourages,1362
calmed,1354
restore,1352
hail,1350
honoring,1342
motivating,1325
vitamin,1302
relieve,1291
committing,1278
agrees,1270
courage,1263
irresponsible,1254
daring,1236
consent,1228
substantially,1217
amused,1207
promoting,1201
solving,1199
godsend,1198
glamorous,1184
sparkle,1165
marvel,1154
jolly,1128
triumph,1128
hardy,1127
forgiving,1125
praying,1124
absorbed,1120
romance,1120
strongest,1103
encouragement,1098
clarity,1086
ambitious,1064
astonished,1049
inspire,1036
greetings,1028
meaningful,1028
elegantly,1021
lifesaver,1005
rewarding,1001
hugs,1000
promoted,997
lmao,992
elated,983
supporter,966
joyful,959
cheering,958
reaches,939
appease,928
admiring,920
praised,911
irresistible,899
astounded,898
extends,898
jovial,896
amazes,888
kinder,883
dearly,880
resolving,874
awarded,865
spirited,860
wealthy,860
gaining,853
immune,849
admired,847
exploration,824
favored,823
fascinated,795
prospect,786
cherish,785
overjoyed,778
pardon,760
impresses,759
heroes,759
blissful,739
rejoice,718
agreeable,706
sincerity,703
jewels,699
endorsement,696
smarter,695
innovation,687
restoring,682
tolerant,674
significance,671
excite,667
comforts,662
promotes,656
surviving,648
applause,642
privileged,640
brightness,639
masterpieces,627
medal,626
enchanted,617
visions,611
endorse,608
launched,602
motivate,600
youthful,597
euphoria,586
sparkles,581
inspirational,573
heartfelt,568
commended,568
reassure,565
coziness,554
clears,549
rescues,547
yearning,545
earnest,545
soothe,541
exasperated,536
peacefully,535
adores,530
attracting,521
revive,505
affection,504
aboard,500
praising,489
advantages,484
beauties,482
appreciating,476
stimulating,474
cheered,471
joyous,468
supporters,465
blockbuster,456
vigilant,450
inspires,447
cherished,436
brightest,435
relieving,426
assets,418
congratulate,416
unbiased,415
restful,411
glee,399
enlightening,396
haunting,391
enlightened,391
captivated,376
expands,369
lenient,369
survivor,369
gains,369
carefree,360
strengthen,357
fondness,355
smartest,352
approves,351
fulfills,350
outreach,347
engrossed,343
euphoric,343
boldly,340
exhilarating,336
exuberant,325
grants,323
celebrates,322
benefitted,317
daredevil,316
futile,314
convivial,314
lovable,311
boosted,311
suave,311
engages,310
vitality,309
calms,291
steadfast,290
fearless,277
astoundingly,276
strengthening,275
zealous,270
hailed,264
methodical,263
entrusted,256
defenders,254
lighthearted,253
stamina,252
protects,249
gratification,247
applauded,246
solves,242
defender,238
frisky,236
soothed,236
vested,236
rigorous,233
inquisitive,232
hurrah,227
meditative,226
stimulate,226
funnier,223
ominous,216
optimism,209
humour,202
genial,196
justifiably,195
endorsed,192
prospects,187
validates,186
appeasing,186
boosts,185
vivacious,185
esteemed,184
wooo,183
revered,181
decisive,180
visionary,178
boosting,175
honour,166
beautify,165
joyfully,165
enlighten,159
stimulated,155
affectionate,154
accomplishes,153
reliant,149
validating,145
lmfao,141
unstoppable,139
sobering,137
influential,137
sincerest,132
appeased,131
convinces,124
infatuated,118
heroic,117
immortal,116
infatuation,116
restores,114
explorations,113
breakthrough,112
prosperous,112
granting,111
courageous,108
resolves,107
ardent,103
elation,103
virtuous,101
intrigues,100
rejoiced,100
delighting,99
astounds,99
triumphant,95
innovate,92
perfects,88
achievable,87
strengthened,85
wowww,85
rapture,82
gleeful,78
relieves,78
reassures,78
indestructible,77
slicker,76
hahahah,75
lovelies,74
benefitting,74
unified,72
commits,70
invincible,70
astound,70
fervent,68
applauding,68
audacious,68
relishing,65
marvels,65
honoured,64
glamourous,59
solidarity,58
usefulness,57
enterprising,54
rejoicing,50
stimulates,49
salient,46
favorited,45
amusements,45
exhilarated,42
absolve,42
hardier,42
blesses,42
secures,42
jubilant,41
fascinates,40
vindicated,40
clarifies,39
endorses,37
unequaled,37
jaunty,36
rofl,35
fascinate,35
strengthens,35
rigorously,34
desirous,32
congratulation,32
woow,31
adopts,31
appeases,31
debonair,30
buoyant,29
gallant,29
worshiped,26
mirth,26
admires,25
cherishes,25
wowow,24
resolute,24
rapturous,23
prays,23
absolved,23
sprightly,23
winwin,19
absolves,18
revives,17
honouring,17
pardoned,16
humerous,15
humourous,15
gallantly,14
absolving,13
rejoices,13
enlightens,13
beatific,12
jocular,12
agog,12
blithe,12
applauds,11
consents,10
cherishing,10
acquits,10
raptures,10
slickest,10
raptured,9
dauntless,9
acquitted,9
untarnished,9
yeees,8
pardons,8
ratified,7
roflmao,7
visioning,7
innovates,6
lawl,6
mirthful,5
acquit,5
rotfl,4
vindicate,4
exonerate,4
enrapture,3
mirthfully,3
vindicating,3
pardoning,2
exultant,2
rotflmfao,2
vindicates,2
rotflol,1
exonerated,1
fervid,1
exonerates,1
consolable,1
exhilarates,1
